timeStamp,acc x,acc y,acc z,acc mag
0.1265733242034912,0.0,0.0,0.0,0.0
0.1265733242034912,0.0,0.0,0.0,0.0
0.24560070037841797,0.014472447723126057,-0.7554259795016932,-0.3144275603659456,0.8183780012725609
0.3653140068054199,0.24417835471264962,-0.795937258996949,-0.3993089641676415,0.9233562898656117
0.4848818778991699,0.4802835166618468,-1.1925330709103732,-0.47871700138770706,1.3718517955703646
0.5945053100585938,0.7340778922796504,-0.4014912706164276,-0.28536067203961724,0.8840227969129696
0.7001838684082031,0.9191386816952404,-0.3372367108113059,-0.12232916455641642,0.9866655663437148
0.8157601356506348,0.7745904202302271,-0.03669412480070878,0.00770721167810001,0.7754973752497043
0.9283843040466309,-0.030193384827383166,-0.423832040530097,0.09957201329740473,0.436417030945561
1.0489897727966309,0.4326535472025403,-0.16827271428837567,-0.4062210685594464,0.6168633194010619
1.1587438583374023,0.13254749218256168,-0.1932361563466697,0.3213905532429659,0.3977448145700212
1.2764308452606201,0.13205031643612525,0.2916172916366035,-0.24400031334391556,0.40250973126655915
1.3900527954101562,0.013798767093899449,0.009193879895125141,-0.02054909316661699,0.026404519136086792
1.5275919437408447,0.0,0.0,0.0,0.0
1.6661276817321777,0.06559959012687985,-0.15827012070160634,0.16003471866429583,0.23444370008527846
1.780742883682251,0.1070875100197378,-0.0871402116858155,0.05753441187371251,0.1495705848237887
1.8874201774597168,0.12772326798549002,0.20144218040122283,-0.05653856373425234,0.24513015811773187
2.003091812133789,-0.24703210838272652,-0.02361927180355631,-0.0331152582557155,0.2503584488326451
2.112678050994873,-0.32264488374555395,-0.16728064595825115,0.3073132419088553,0.4759453373780674
2.246279716491699,-0.2732339266739816,0.011865967068987335,0.13352844412318882,0.3043475402399773
2.3877668380737305,-1.6488461318724108,0.9442517726302613,-0.016315600056040044,1.9001503034000207
2.508352756500244,-0.7558164705009491,0.6307832463279468,0.1952667475923243,1.0036309798147025
2.6191372871398926,-0.43084118664511667,0.7216321801474037,0.30045208727307626,0.892551728630232
2.7269678115844727,-0.11916520182256302,0.41504391490360276,0.20473391840184604,0.4778888719860455
2.838592529296875,-0.03972250148562136,0.497004618130492,0.22241643237233769,0.5459492073046265
2.9568612575531006,0.17210835521069123,0.5957817234515977,0.04940779042372971,0.6221079308985223
3.086430311203003,-0.1058342840739296,0.5912235332219433,0.46407925864315214,0.7590228720029834
3.215991735458374,-0.1080210285919328,0.14196255893967455,0.08491502408046632,0.1975663738426808
3.3415768146514893,-0.06452845534080676,0.2768111197985911,-0.06755219917898372,0.2921499909408479
3.457193374633789,-0.018103284320461727,0.02117279098529614,-0.015842686495757815,0.032046945200711094
3.5757980346679688,-0.06598574021997612,-0.017929230020345525,-0.01771252224468788,0.07063503837168347
3.6834771633148193,0.18895861296611224,0.06853985026338712,0.10419770210294911,0.22640722075883413
3.8057193756103516,-0.0025115787053006785,-0.005287332796749837,-0.009932497796174927,0.011529025464779147
3.932300329208374,-0.01018693100155588,-0.0015085988577031885,0.043505874584587885,0.044708059196456
4.046914577484131,-0.028018165859519193,-0.04440540985155066,-0.05780416405312209,0.07809084084638845
4.15693998336792,0.020333953283172803,0.00823247387167561,0.006603074240300085,0.02290947122028333
4.274968862533569,0.007241411291306715,-0.00463751537345695,0.036839707503732604,0.03782999650131475
4.3816187381744385,0.00945488361433517,-0.0023032131390303507,0.02473501354141646,0.026580453529209794
4.49135422706604,-0.009278494954820455,0.0004193371578908905,0.00887111380233754,0.01284379119935544
4.609986782073975,0.07409366811890944,-0.017292773167890553,-0.20093354886052825,0.214856237323559
4.723658561706543,0.08135543149742647,-0.03708899146406888,0.007742156451347317,0.08974542054317514
4.834413766860962,-0.04206339347575212,-0.13968647654958094,-0.0896184883225635,0.17121073053624303
4.946990251541138,0.0013121240019765416,-0.7529892861043926,-0.28465021559907416,0.8049971005525416
5.063599586486816,0.1840684627365212,-0.09257805613546741,-0.41432985386221294,0.4627322371020746
5.177222490310669,-0.1680539838296731,-0.7147453764034936,0.057431748529196865,0.7364791241510628
5.301806926727295,0.32776123168170024,-0.7006447329791178,-0.2969729059681206,0.8285670604869799
5.418412685394287,0.43218835505332037,-0.9102614235334269,-0.2960008426765091,1.0502281334462522
5.528151035308838,0.30364020171367184,-0.636851777474336,-0.293525914632561,0.7641564114301613
5.647666692733765,0.6684927352506983,-0.08768180684313621,-0.30458762477661866,0.7398271808343483
5.761359691619873,0.5541907873104531,-0.42206598427685044,0.20545525820212915,0.7262774861898653
5.870995283126831,0.5813659448539072,-0.33400818446932334,-0.06963532589264561,0.6740896882022042
5.982752323150635,0.10874714965690994,-0.23549172744951197,0.5680593584604057,0.6244787674453834
6.098302125930786,0.09792242809690978,-0.024366775288740563,-0.09939574222460107,0.14164058470207538
6.209928274154663,0.41113179500727004,-0.03313328854118347,-0.2368683880442402,0.4756404113720048
6.327536344528198,0.09742817237613957,-0.0812067684129443,0.08180549700771138,0.1509268940557216
6.435256719589233,0.28217216489851277,-0.15481897231286854,0.2263045276188715,0.3934511202834817
6.544090032577515,0.08363820461404045,0.10353905942552577,-0.41543130871022527,0.43623257369718865
6.66365909576416,0.10960257129067702,-0.11351249602086606,0.14480562726553917,0.21416460976123325
6.776269197463989,0.12660639412997904,0.4038803611984626,-1.067993850454228,1.1488078123883227
6.882012367248535,-0.011070597044805735,0.2812266174318634,-0.3979644266195334,0.4874286135689103
6.991824150085449,0.2622729658792651,-0.6060899625598271,1.2970778652668415,1.4555216040691616
